53941.486800  9.83700
53941.487100  9.84700
53941.487500  9.85400
53941.487800  9.83700
53941.493500  9.85500
53941.493800  9.84400
53941.494200  9.83900
53941.494500  9.84500
53942.510700  9.86300
53942.511000  9.86200
53942.511400  9.83000
53942.511700  9.85800
53942.517100  9.83600
53942.517500  9.85300
53942.517800  9.87900
53942.518200  9.86800
53943.492100  9.86300
53943.492400  9.86600
53943.492800  9.86500
53943.493100  9.83200
53943.497800  9.83200
53943.498100  9.84800
53943.498500  9.82400
53943.498800  9.82300
53946.557850  9.83200
53946.558200  9.85400
53946.558550  9.83600
53946.558890  9.84700
53946.562640  9.87600
53946.562990  9.86700
53946.563340  9.88100
53946.563680  9.84100
53947.503070  9.84200
53947.503414  9.84600
53947.503761  9.83600
53947.504108  9.85000
53947.510139  9.83500
53947.510486  9.84700
53947.510833  9.84300
53947.511180  9.85400
53948.438895 10.38400
53948.440284 10.35100
53948.441650 10.32300
53948.443177 10.22300
53948.449682 10.16000
53948.451719 10.15100
53948.453351 10.19400
53948.454821 10.14300
53948.461488 10.14900
53948.463085 10.16100
53948.464508 10.10200
53948.465874 10.12100
53948.473062 10.06300
53948.474532 10.08600
53948.475909 10.04600
53948.477633 10.04400
53948.484798  9.98700
53948.487865  9.96200
53948.490300  9.95000
53948.491900  9.94200
53948.498400  9.93800
53948.499800  9.91500
53948.502000  9.87500
53948.503400  9.92500
53948.509700  9.90000
53948.511200  9.89600
53948.512700  9.89300
53948.514100  9.94000
53948.520500  9.84000
53948.522000  9.84900
53948.523400  9.90200
53948.524800  9.86400
53948.531600  9.84000
53948.533600  9.85700
53948.535900  9.89100
53948.537300  9.83900
53948.543900  9.87000
53948.545300  9.85400
53948.547000  9.86300
53948.548400  9.85100
53951.495400  9.85000
53951.495723  9.84100
53951.496070  9.83300
53951.496418  9.83700
53951.500168  9.83300
53951.500515  9.84200
53951.500862  9.84800
53951.501209  9.84600
53953.468339  9.82600
53953.468686  9.82800
53953.469034  9.85800
53953.469381  9.83300
53953.473524  9.84500
53953.473872  9.85200
53953.474219  9.84700
53953.474566  9.85900
53954.426242  9.79200
53954.426624  9.83900
53954.427006  9.81000
53954.427388  9.81200
53954.432157  9.85300
53954.432550  9.87500
53954.432920  9.86600
53954.433302  9.84100
53954.439981  9.85200
53954.440640  9.80300
53954.441335  9.86800
53954.441728  9.86400
53954.447168  9.88200
53954.447562  9.84500
53954.448036  9.82100
53954.448407  9.88100
53954.454506  9.85600
53954.455004  9.84800
53954.455582  9.88700
53954.456960  9.89600
53954.462307  9.89000
53954.462689  9.78500
53954.463117  9.81200
53954.464390  9.88000
53954.469529  9.91800
53954.469911  9.83900
53954.470687  9.86100
53954.471057  9.79400
53954.476103  9.88500
53954.476520  9.84300
53954.477365  9.89800
53954.477770  9.85900
53954.483164  9.86500
53954.483626  9.86000
53954.490652  9.81500
53954.491092  9.85000
53954.491914  9.89100
53954.498210  9.82300
53954.498765  9.81200
53954.499471  9.91000
53954.499900  9.92000
53954.505710  9.81600
53954.506103  9.77500
53954.506775  9.91500
53954.507168  9.85400
53954.512295  9.84500
53954.512712  9.81000
53954.513372  9.84900
53954.513765  9.84800
53954.519066  9.88200
53954.519483  9.84600
53954.520166  9.89000
53954.520548  9.87300
53954.525363  9.87100
53954.525800  9.87900
53954.526100  9.90000
53954.526500  9.83500
53954.531100  9.83600
53954.531500  9.92900
53954.531800  9.84700
53954.532200  9.84300
53954.537100  9.84500
53954.537400  9.87900
53954.537800  9.84400
53954.538200  9.91400
53954.543300  9.83500
53954.543700  9.85000
53954.544200  9.81700
53954.544600  9.84500
53954.545000  9.79200
53954.549900  9.87400
53954.550400  9.86100
53954.550700  9.79600
53954.551300  9.85100
53954.556200  9.79800
53954.556600  9.90200
53954.557200  9.85400
53954.557600  9.82800
53954.563000  9.88600
53954.563400  9.85100
53954.564000  9.92200
53954.564400  9.89800
53954.568700  9.86200
53954.569100  9.85900
53954.569600  9.85900
53954.570000  9.84500
53955.560000  9.82700
53955.560400  9.80900
53955.560700  9.81200
53955.561100  9.83200
53955.565200  9.82100
53955.565500  9.82600
53955.565900  9.83100
53955.566200  9.81900
53956.491300  9.80900
53956.491800  9.78600
53956.492200  9.86500
53956.492600  9.80000
53956.496900  9.80500
53956.497400  9.88900
53956.497800  9.86800
53956.498200  9.93000
53959.453500  9.83200
53959.453900  9.81400
53959.454500  9.79600
53959.454900  9.81900
53959.460300  9.86700
53959.460700  9.80400
53959.461400  9.85800
53959.461800  9.86800
53960.401200  9.85900
53960.401600  9.82400
53960.402400  9.85300
53960.402800  9.84800
53960.408600  9.88000
53960.409000  9.87200
53960.409900  9.88000
53960.410200  9.86800
53960.568300  9.81100
53960.568700  9.82100
53960.569000  9.81500
53960.569300  9.80300
53960.573500  9.85900
53960.573900  9.83100
53960.574200  9.81400
53960.574600  9.83100
53962.442400  9.85600
53962.442800  9.83700
53962.444000  9.83300
53962.444400  9.78900
53962.449200  9.80500
53962.449600  9.89800
53962.450300  9.89300
53962.450600  9.86700
53964.563900  9.88400
53964.564300  9.86600
53964.564600  9.85700
53964.565000  9.85500
53964.569800  9.90300
53964.570100  9.88000
53964.570500  9.86000
53964.570800  9.87400
53965.566900  9.88500
53965.567300  9.89500
53965.567600  9.86700
53965.568000  9.86900
53965.574700  9.83400
53965.575000  9.85300
53965.575400  9.79800
53965.575700  9.86600
53967.507100  9.82300
53967.507400  9.86000
53967.507800  9.84700
53967.508100  9.83000
53967.514100  9.86800
53967.514500  9.85600
53967.514800  9.85300
53967.515200  9.84900
53968.376400  9.82100
53968.376800  9.88000
53968.377200  9.82800
53968.377500  9.83300
53968.377900  9.86800
53968.379000  9.76600
53968.379300  9.82800
53968.379700  9.85800
53968.384300  9.83200
53968.384700  9.77300
53968.385100  9.88400
53968.385400  9.77700
53968.386100  9.80400
53968.386500  9.81100
53968.386900  9.86000
53968.387200  9.83200
53968.392000  9.90300
53968.392400  9.86000
53968.392700  9.91900
53968.393100  9.82300
53968.394100  9.86200
53968.394500  9.87700
53968.394900  9.94000
53968.395300  9.89200
53968.400400  9.82200
53968.400800  9.90400
53968.401100  9.79200
53968.401500  9.79600
53968.402500  9.78500
53968.402900  9.85300
53968.403300  9.79800
53968.403600  9.86300
53968.408600  9.83200
53968.409000  9.83500
53968.409400  9.79800
53968.409900  9.78900
53968.410600  9.88000
53968.411000  9.80900
53968.411400  9.83100
53968.411700  9.80500
53968.415900  9.82800
53968.416400  9.87300
53968.416800  9.77200
53968.417200  9.81500
53968.418000  9.85500
53968.418300  9.83200
53968.418700  9.81200
53968.419100  9.77400
53968.424700  9.84800
53968.425000  9.84900
53968.425400  9.82700
53968.425800  9.83500
53968.426900  9.84100
53968.427300  9.80700
53968.427700  9.88000
53968.428000  9.86400
53968.433300  9.84800
53968.433600  9.86600
53968.434000  9.90800
53968.434400  9.94100
53968.435500  9.90900
53968.435800  9.89100
53968.436200  9.92600
53968.436600  9.85200
53968.442700  9.89000
53968.443100  9.86000
53968.443500  9.84200
53968.443900  9.87200
53968.445100  9.88500
53968.445400  9.86100
53968.445800  9.91400
53968.446200  9.88300
53968.451800  9.89400
53968.452200  9.93400
53968.452500 10.00100
53968.452900  9.98100
53968.453800  9.90900
53968.454100  9.97400
53968.454500 10.02900
53968.454900  9.92300
53968.460500  9.97500
53968.460900 10.01700
53968.461300  9.98100
53968.461700  9.94700
53968.462500 10.07800
53968.463000  9.98500
53968.463400  9.98800
53968.463800  9.94000
53968.469200  9.97300
53968.469600  9.98300
53968.470000  9.98600
53968.470400  9.99600
53968.471800 10.03700
53968.472200 10.07600
53968.472600  9.97900
53968.473000 10.02700
53968.478700 10.11800
53968.479100 10.12100
53968.479500 10.10100
53968.479900 10.07800
53968.480700 10.01400
53968.481100 10.08600
53968.481500  9.98800
53968.481800 10.12300
53968.486900 10.09300
53968.487300 10.10600
53968.487700 10.09300
53968.488000 10.13800
53968.488800 10.11400
53968.489200 10.07300
53968.489500 10.14500
53968.489900 10.13100
53968.496600 10.13400
53968.497000 10.09100
53968.497400 10.09600
53968.497700 10.16000
53968.498700 10.18300
53968.499100 10.19600
53968.499400 10.18000
53968.499800 10.11200
53968.506100 10.23300
