53941.486900  9.76400
53941.487300  9.75400
53941.487600  9.76300
53941.488000  9.76300
53941.493600  9.75900
53941.494000  9.76100
53941.494300  9.75800
53941.494700  9.76300
53942.510800  9.76600
53942.511200  9.76100
53942.511500  9.76100
53942.511900  9.76500
53942.517200  9.77300
53942.517600  9.76000
53942.517900  9.77500
53942.518300  9.76400
53943.492200  9.76900
53943.492600  9.78200
53943.492900  9.78700
53943.493200  9.78200
53943.497900  9.75000
53943.498200  9.75900
53943.498600  9.75500
53943.498900  9.77500
53946.557970  9.76100
53946.558310  9.75700
53946.558660  9.77100
53946.559010  9.75200
53946.562760  9.75700
53946.563110  9.77300
53946.563450  9.76100
53946.563800  9.76600
53947.503180  9.76600
53947.503530  9.76000
53947.503877  9.77100
53947.504224  9.76200
53947.510254  9.77400
53947.510602  9.75500
53947.510949  9.76400
53947.511296  9.76000
53948.439300 10.17300
53948.440700 10.16500
53948.442000 10.14400
53948.443700 10.13500
53948.450500 10.09400
53948.452100 10.06000
53948.453700 10.07600
53948.455200 10.05700
53948.461900 10.00800
53948.463500 10.01600
53948.464900 10.01900
53948.466300  9.98300
53948.473400  9.94600
53948.474900  9.91900
53948.476300  9.93900
53948.478100  9.98000
53948.485200  9.90200
53948.488700  9.88000
53948.490800  9.86800
53948.492500  9.85500
53948.498800  9.84900
53948.501100  9.86100
53948.502400  9.82900
53948.503800  9.84300
53948.510100  9.80500
53948.511600  9.82400
53948.513100  9.79600
53948.514900  9.79400
53948.520900  9.79700
53948.522300  9.80100
53948.523800  9.79500
53948.525200  9.80500
53948.532300  9.81500
53948.534500  9.75500
53948.536300  9.77300
53948.537700  9.79300
53948.544200  9.80600
53948.546000  9.76800
53948.547400  9.75600
53948.548800  9.77200
53951.495492  9.76500
53951.495839  9.76300
53951.496186  9.76500
53951.496533  9.75000
53951.500283  9.75500
53951.500631  9.77400
53951.500978  9.77100
53951.501325  9.76100
53953.468455  9.76700
53953.468802  9.75700
53953.469149  9.76600
53953.469497  9.76000
53953.473640  9.76500
53953.473987  9.76200
53953.474335  9.76600
53953.474682  9.76700
53954.426400  9.75800
53954.426800  9.76200
53954.427100  9.78500
53954.427500  9.77400
53954.432300  9.74700
53954.432700  9.75900
53954.433000  9.77200
53954.433400  9.79000
53954.440100  9.78600
53954.440800  9.78000
53954.441500  9.78900
53954.441800  9.79800
53954.447300  9.76900
53954.447700  9.76300
53954.448200  9.78900
53954.448500  9.77100
53954.454600  9.76200
53954.455300  9.76300
53954.455700  9.79000
53954.457100  9.75800
53954.462400  9.76900
53954.462800  9.77900
53954.463200  9.78800
53954.464500  9.77800
53954.469700  9.77600
53954.470100  9.78000
53954.470800  9.77400
53954.471200  9.77900
53954.476200  9.77500
53954.476600  9.76700
53954.477500  9.75900
53954.477900  9.76900
53954.483300  9.76800
53954.483800  9.74900
53954.490800  9.76600
53954.491200  9.77900
53954.492000  9.77300
53954.498500  9.78000
53954.498900  9.76200
53954.499600  9.77700
53954.500100  9.78600
53954.505800  9.77400
53954.506300  9.78100
53954.506900  9.78700
53954.507300  9.79000
53954.512400  9.76500
53954.512900  9.77300
53954.513500  9.75600
53954.513900  9.76100
53954.519200  9.77100
53954.519600  9.77900
53954.520300  9.77600
53954.520700  9.78200
53954.525500  9.77800
53954.525900  9.76600
53954.526300  9.78200
53954.526600  9.76600
53954.531200  9.77600
53954.531600  9.77800
53954.532000  9.76400
53954.532400  9.77500
53954.537200  9.77000
53954.537600  9.79100
53954.537900  9.78000
53954.538300  9.76300
53954.543500  9.76600
53954.544000  9.76900
53954.544400  9.78400
53954.544800  9.78100
53954.545100  9.77300
53954.550100  9.78200
53954.550500  9.77000
53954.550900  9.76500
53954.551500  9.75600
53954.556400  9.78100
53954.556800  9.77300
53954.557400  9.78300
53954.557700  9.78400
53954.563200  9.76100
53954.563600  9.77600
53954.564100  9.77000
53954.564500  9.76500
53954.568800  9.74100
53954.569200  9.75000
53954.569800  9.74700
53954.570100  9.75800
53955.560200  9.76600
53955.560500  9.75200
53955.560800  9.76700
53955.561200  9.75400
53955.565300  9.77000
53955.565600  9.77700
53955.566000  9.76100
53955.566300  9.76700
53956.491500  9.76500
53956.492000  9.75700
53956.492300  9.76300
53956.492700  9.78100
53956.497100  9.74800
53956.497500  9.74100
53956.497900  9.73300
53956.498400  9.73000
53959.453600  9.74100
53959.454000  9.73800
53959.454700  9.75200
53959.455000  9.77400
53959.460400  9.78200
53959.460800  9.78700
53959.461600  9.77500
53959.462100  9.78500
53960.401300  9.78500
53960.401700  9.76900
53960.402600  9.76100
53960.402900  9.77200
53960.408700  9.77600
53960.409100  9.76200
53960.410000  9.77900
53960.410400  9.77600
53960.568400  9.76900
53960.568800  9.75100
53960.569100  9.75700
53960.569500  9.75700
53960.573600  9.76600
53960.574000  9.78400
53960.574300  9.76900
53960.574700  9.77700
53962.442500  9.77300
53962.442900  9.74500
53962.444100  9.75900
53962.444500  9.74600
53962.449400  9.75100
53962.449700  9.78600
53962.450400  9.76600
53962.450800  9.75300
53964.564000  9.74700
