  30979.865869      0.27000   -0.507363    0.598269    0.002338   -0.003364  -0.137850E+01   0.162549E+01   0.000000E+00
  30979.885063      0.28000   -0.489942    0.574765    0.002241   -0.003249  -0.133117E+01   0.156163E+01   0.000000E+00
  30979.904257      0.29000   -0.470557    0.548591    0.002104   -0.003102  -0.127850E+01   0.149052E+01   0.000000E+00
  30979.923451      0.30000   -0.449529    0.520195    0.001943   -0.002930  -0.122136E+01   0.141336E+01   0.000000E+00
  30979.942646      0.31000   -0.427158    0.489993    0.001769   -0.002737  -0.116058E+01   0.133131E+01   0.000000E+00
  30979.961840      0.32000   -0.403714    0.458366    0.001601   -0.002528  -0.109689E+01   0.124538E+01   0.000000E+00
  30979.981034      0.33000   -0.379474    0.425664    0.001419   -0.002305  -0.103103E+01   0.115653E+01   0.000000E+00
  30980.000228      0.34000   -0.354653    0.392190    0.001240   -0.002073  -0.963589E+00   0.106558E+01   0.000000E+00
  30980.019422      0.35000   -0.329444    0.358215    0.001074   -0.001837  -0.895096E+00   0.973265E+00   0.000000E+00
  30980.038616      0.36000   -0.304028    0.323971    0.000915   -0.001600  -0.826041E+00   0.880225E+00   0.000000E+00
  30980.057810      0.37000   -0.278553    0.289659    0.000766   -0.001364  -0.756825E+00   0.787001E+00   0.000000E+00
  30980.077004      0.38000   -0.253150    0.260413    0.000625    0.003828  -0.687806E+00   0.707539E+00   0.000000E+00
  30980.096199      0.39000   -0.227936    0.251396    0.000486    0.028994  -0.619299E+00   0.683039E+00   0.000000E+00
  30980.115393      0.40000   -0.202982    0.253797    0.000367    0.065200  -0.551499E+00   0.689564E+00   0.000000E+00
  30980.134587      0.41000   -0.178376    0.264028    0.000256    0.108755  -0.484644E+00   0.717361E+00   0.000000E+00
  30980.153781      0.42000   -0.154190    0.281865    0.000143    0.159352  -0.418932E+00   0.765825E+00   0.000000E+00
  30980.172975      0.43000   -0.130460    0.090386    0.000043    0.000000  -0.354459E+00   0.245577E+00   0.000000E+00
  30980.192169      0.44000   -0.107223    0.058945   -0.000040    0.000000  -0.291325E+00   0.160154E+00   0.000000E+00
  30980.211363      0.45000   -0.084541   -0.131555   -0.000135   -0.159791  -0.229697E+00  -0.357434E+00   0.000000E+00
  30980.230557      0.46000   -0.062402   -0.111306   -0.000206   -0.109597  -0.169544E+00  -0.302418E+00   0.000000E+00
  30980.249751      0.47000   -0.040844   -0.096762   -0.000272   -0.065899  -0.110971E+00  -0.262902E+00   0.000000E+00
  30980.268946      0.48000   -0.019892   -0.088730   -0.000344   -0.029522  -0.540467E-01  -0.241077E+00   0.000000E+00
  30980.288140      0.49000    0.000461   -0.090854   -0.000403   -0.004126   0.125225E-02  -0.246849E+00   0.000000E+00
  30980.307334      0.50000    0.020204   -0.112485   -0.000453    0.000928   0.548928E-01  -0.305622E+00   0.000000E+00
  30980.326528      0.51000    0.039319   -0.138227   -0.000507    0.001032   0.106830E+00  -0.375562E+00   0.000000E+00
  30980.345722      0.52000    0.057821   -0.163132   -0.000549    0.001128   0.157099E+00  -0.443229E+00   0.000000E+00
  30980.364916      0.53000    0.075693   -0.187203   -0.000594    0.001214   0.205658E+00  -0.508628E+00   0.000000E+00
  30980.384110      0.54000    0.092948   -0.210434   -0.000630    0.001294   0.252538E+00  -0.571746E+00   0.000000E+00
  30980.403304      0.55000    0.109574   -0.232831   -0.000667    0.001363   0.297712E+00  -0.632599E+00   0.000000E+00
  30980.422499      0.56000    0.125585   -0.254389   -0.000695    0.001429   0.341212E+00  -0.691172E+00   0.000000E+00
  30980.441693      0.57000    0.140971   -0.275116   -0.000723    0.001484   0.383016E+00  -0.747486E+00   0.000000E+00
  30980.460887      0.58000    0.155737   -0.295009   -0.000749    0.001535   0.423135E+00  -0.801535E+00   0.000000E+00
  30980.480081      0.59000    0.169886   -0.314069   -0.000771    0.001580   0.461579E+00  -0.853321E+00   0.000000E+00
  30980.499275      0.60000    0.183416   -0.332302   -0.000791    0.001616   0.498340E+00  -0.902861E+00   0.000000E+00
  30980.518469      0.61000    0.196331   -0.349700   -0.000806    0.001651   0.533430E+00  -0.950130E+00   0.000000E+00
  30980.537663      0.62000    0.208626   -0.366271   -0.000821    0.001676   0.566834E+00  -0.995154E+00   0.000000E+00
  30980.556857      0.63000    0.220303   -0.382003   -0.000831    0.001700   0.598560E+00  -0.103790E+01   0.000000E+00
  30980.576051      0.64000    0.231358   -0.396904   -0.000839    0.001715   0.628596E+00  -0.107838E+01   0.000000E+00
  30980.595246      0.65000    0.241787   -0.410957   -0.000845    0.001730   0.656932E+00  -0.111657E+01   0.000000E+00
  30980.614440      0.66000    0.251588   -0.424168   -0.000847    0.001736   0.683562E+00  -0.115246E+01   0.000000E+00
  30980.633634      0.67000    0.260753   -0.436519   -0.000847    0.001743   0.708464E+00  -0.118602E+01   0.000000E+00
  30980.652828      0.68000    0.269278   -0.448010   -0.000844    0.001740   0.731626E+00  -0.121724E+01   0.000000E+00
  30980.672022      0.69000    0.277154   -0.458619   -0.000836    0.001740   0.753025E+00  -0.124606E+01   0.000000E+00
  30980.691216      0.70000    0.284369   -0.468346   -0.000828    0.001729   0.772627E+00  -0.127249E+01   0.000000E+00
  30980.710410      0.71000    0.290917   -0.477160   -0.000813    0.001722   0.790418E+00  -0.129644E+01   0.000000E+00
  30980.729604      0.72000    0.296780   -0.485060   -0.000796    0.001705   0.806347E+00  -0.131790E+01   0.000000E+00
  30980.748798      0.73000    0.301947   -0.492009   -0.000773    0.001691   0.820386E+00  -0.133678E+01   0.000000E+00
  30980.767993      0.74000    0.306397   -0.498001   -0.000750    0.001667   0.832477E+00  -0.135306E+01   0.000000E+00
  30980.787187      0.75000    0.310118   -0.502994   -0.000718    0.001648   0.842588E+00  -0.136663E+01   0.000000E+00
  30980.806381      0.76000    0.313084   -0.506976   -0.000684    0.001619   0.850644E+00  -0.137745E+01   0.000000E+00
  30980.825575      0.77000    0.315277   -0.509903   -0.000643    0.001594   0.856603E+00  -0.138540E+01   0.000000E+00
  30980.844769      0.78000    0.316668   -0.511750   -0.000598    0.001561   0.860382E+00  -0.139042E+01   0.000000E+00
  30980.863963      0.79000    0.317235   -0.512471   -0.000544    0.001531   0.861923E+00  -0.139238E+01   0.000000E+00
  30980.883157      0.80000    0.316936   -0.512038   -0.000492    0.001492   0.861112E+00  -0.139120E+01   0.000000E+00
  30980.902351      0.81000    0.315759   -0.510390   -0.000422    0.001460   0.857914E+00  -0.138672E+01   0.000000E+00
  30980.921546      0.82000    0.313655   -0.507493   -0.000348    0.001420   0.852197E+00  -0.137885E+01   0.000000E+00
  30980.940740      0.83000    0.310577   -0.503289   -0.000278    0.001380   0.843835E+00  -0.136743E+01   0.000000E+00
  30980.959934      0.84000    0.306516   -0.497721   -0.000181    0.001341   0.832800E+00  -0.135230E+01   0.000000E+00
  30980.979128      0.85000    0.301377   -0.490736   -0.000106    0.001296   0.818837E+00  -0.133332E+01   0.000000E+00
  30980.998322      0.86000    0.295176   -0.482262    0.000009    0.001256   0.801990E+00  -0.131030E+01   0.000000E+00
  30981.017516      0.87000    0.287815   -0.472240    0.000115    0.001210   0.781990E+00  -0.128307E+01   0.000000E+00
  30981.036710      0.88000    0.279250   -0.460594    0.000220    0.001167   0.758718E+00  -0.125143E+01   0.000000E+00
  30981.055904      0.89000    0.269451   -0.447250    0.000350    0.001124   0.732096E+00  -0.121517E+01   0.000000E+00
  30981.075098      0.90000    0.258321   -0.432136    0.000465    0.001078   0.701856E+00  -0.117411E+01   0.000000E+00
  30981.094293      0.91000    0.245829   -0.415168    0.000590    0.001035   0.667915E+00  -0.112801E+01   0.000000E+00
  30981.113487      0.92000    0.231914   -0.396267    0.000726    0.000992   0.630109E+00  -0.107665E+01   0.000000E+00
  30981.132681      0.93000    0.216494   -0.375356    0.000849    0.000947   0.588211E+00  -0.101984E+01   0.000000E+00
  30981.151875      0.94000    0.199505   -0.352354    0.000954    0.000903   0.542053E+00  -0.957342E+00   0.000000E+00
  30981.171069      0.95000    0.180921   -0.327185    0.001070    0.000859   0.491560E+00  -0.888957E+00   0.000000E+00
  30981.190263      0.96000    0.160657   -0.299784    0.001165    0.000813   0.436504E+00  -0.814509E+00   0.000000E+00
  30981.209457      0.97000    0.138666   -0.270090    0.001233    0.000764   0.376753E+00  -0.733830E+00   0.000000E+00
  30981.228651      0.98000    0.114902   -0.238058    0.001267    0.000712   0.312187E+00  -0.646800E+00   0.000000E+00
  30981.247846      0.99000    0.089351   -0.203660    0.001274    0.000653   0.242767E+00  -0.553341E+00   0.000000E+00
  30981.267040      1.00000    0.061995   -0.166890    0.001238    0.000588   0.168440E+00  -0.453439E+00   0.000000E+00
