54733.411620 -5.710000 0.01
54733.415475 -5.716300 0.01
54733.415914 -5.718900 0.01
54733.419769 -5.719300 0.01
54733.420231 -5.723000 0.01
54733.424097 -5.722000 0.01
54733.424525 -5.727200 0.01
54733.429456 -5.711200 0.01
54733.429919 -5.723000 0.01
54733.434896 -5.731700 0.01
54733.435336 -5.712300 0.01
54733.440301 -5.741500 0.01
54733.440741 -5.720200 0.01
54733.446759 -5.708800 0.01
54733.447188 -5.710000 0.01
54733.452141 -5.716000 0.01
54733.452581 -5.714300 0.01
54733.457500 -5.718300 0.01
54733.457963 -5.719500 0.01
54733.464028 -5.715400 0.01
54733.464468 -5.713800 0.01
54733.469444 -5.715600 0.01
54733.469884 -5.713400 0.01
54733.474803 -5.722700 0.01
54733.475231 -5.716900 0.01
54733.482361 -5.704200 0.01
54733.482801 -5.719400 0.01
54733.488866 -5.713400 0.01
54733.489306 -5.718800 0.01
54733.495336 -5.725100 0.01
54733.495775 -5.718800 0.01
54733.502813 -5.709700 0.01
54733.503252 -5.713300 0.01
54733.509259 -5.719500 0.01
54733.509711 -5.717700 0.01
54733.515694 -5.716800 0.01
54733.516134 -5.723800 0.01
54733.522083 -5.723600 0.01
54733.522535 -5.717300 0.01
54733.528542 -5.722000 0.01
54733.528993 -5.724400 0.01
54733.536019 -5.717500 0.01
54733.536458 -5.729200 0.01
54733.541377 -5.713900 0.01
54733.541817 -5.717400 0.01
54733.546701 -5.721700 0.01
54733.547164 -5.722100 0.01
54733.553206 -5.715000 0.01
54733.553669 -5.721900 0.01
54733.558588 -5.720100 0.01
54733.559028 -5.714000 0.01
54733.565000 -5.735600 0.01
54733.565440 -5.724700 0.01
54733.571354 -5.726200 0.01
54733.571794 -5.721000 0.01
54733.576725 -5.721000 0.01
54733.577199 -5.728000 0.01
54733.582118 -5.718700 0.01
54733.582558 -5.727400 0.01
54733.589063 -5.727600 0.01
54733.593981 -5.722300 0.01
54733.594421 -5.722000 0.01
54733.599363 -5.709300 0.01
54733.599803 -5.720800 0.01
54733.604745 -5.721400 0.01
54733.605185 -5.730800 0.01
54733.612153 -5.725100 0.01
54740.374062 -5.721900 0.01
54740.374525 -5.715500 0.01
54740.377292 -5.715200 0.01
54740.377755 -5.703900 0.01
54740.380498 -5.719300 0.01
54740.380937 -5.724500 0.01
54740.383704 -5.714000 0.01
54740.384144 -5.717000 0.01
54740.388125 -5.720300 0.01
54740.388588 -5.718300 0.01
54740.391331 -5.712200 0.01
54740.391771 -5.724100 0.01
54740.394537 -5.717900 0.01
54740.394977 -5.714500 0.01
54740.397708 -5.725400 0.01
54740.398171 -5.727900 0.01
54740.400891 -5.713800 0.01
54740.401354 -5.715000 0.01
54740.404097 -5.712900 0.01
54740.404560 -5.712900 0.01
54740.408414 -5.718600 0.01
54740.408877 -5.720100 0.01
54740.411620 -5.719600 0.01
54740.412060 -5.718200 0.01
54740.415914 -5.720400 0.01
54740.416354 -5.714500 0.01
54740.420208 -5.719100 0.01
54740.420648 -5.717900 0.01
54740.425602 -5.720300 0.01
54743.365775 -5.720000 0.01
54743.366192 -5.725100 0.01
54743.368958 -5.711100 0.01
54743.369387 -5.731200 0.01
54743.372095 -5.719000 0.01
54743.372546 -5.720400 0.01
54743.375324 -5.718800 0.01
54743.375764 -5.724100 0.01
54743.379722 -5.725100 0.01
54743.380174 -5.722300 0.01
54743.382917 -5.729100 0.01
54743.383380 -5.730500 0.01
54743.386123 -5.710400 0.01
54743.386586 -5.720300 0.01
54743.389306 -5.726500 0.01
54743.389757 -5.712000 0.01
54743.392500 -5.718300 0.01
54743.392940 -5.717000 0.01
54743.400012 -5.717900 0.01
54743.400440 -5.717400 0.01
54743.403218 -5.720900 0.01
54743.403681 -5.724600 0.01
54743.407546 -5.711900 0.01
54743.407998 -5.713900 0.01
54743.411863 -5.714700 0.01
54743.412303 -5.719100 0.01
54743.421516 -5.716900 0.01
54743.421956 -5.719500 0.01
54743.425787 -5.708100 0.01
54743.426238 -5.716800 0.01
54743.430081 -5.720100 0.01
54743.430544 -5.720300 0.01
54743.435498 -5.709800 0.01
54743.435949 -5.719100 0.01
54743.439792 -5.716000 0.01
54743.440243 -5.719500 0.01
54743.444086 -5.720400 0.01
54743.444514 -5.723300 0.01
54743.450590 -5.711500 0.01
54743.451019 -5.708900 0.01
54743.455961 -5.706100 0.01
54743.456400 -5.713700 0.01
54743.461296 -5.711200 0.01
54743.461736 -5.723400 0.01
54743.466620 -5.720800 0.01
54743.467060 -5.709900 0.01
54743.473032 -5.706500 0.01
54743.473472 -5.713000 0.01
54743.478414 -5.711900 0.01
54743.478854 -5.718500 0.01
54743.483738 -5.713400 0.01
54743.490243 -5.714000 0.01
54743.490683 -5.717300 0.01
54743.497859 -5.713500 0.01
54743.498299 -5.712900 0.01
54743.504525 -5.716700 0.01
54743.504965 -5.726200 0.01
54743.510995 -5.714500 0.01
54743.511435 -5.719300 0.01
54743.516331 -5.717000 0.01
54743.516794 -5.715300 0.01
54743.522743 -5.719700 0.01
54743.523206 -5.714300 0.01
54743.528090 -5.715700 0.01
54743.528530 -5.719100 0.01
54743.535613 -5.710400 0.01
54743.536053 -5.712000 0.01
54743.543090 -5.730000 0.01
54743.543530 -5.720400 0.01
54743.548438 -5.727300 0.01
54743.548877 -5.706300 0.01
54743.553796 -5.726900 0.01
54743.554259 -5.721200 0.01
54743.560312 -5.733600 0.01
54743.560775 -5.726900 0.01
54743.565718 -5.723500 0.01
54743.566157 -5.717300 0.01
54743.571076 -5.727400 0.01
54743.571505 -5.724800 0.01
54743.579595 -5.705200 0.01
54743.580035 -5.715800 0.01
54743.586493 -5.729800 0.01
54744.362859 -5.733300 0.01
54744.363299 -5.713700 0.01
54744.369271 -5.713900 0.01
54744.369711 -5.719000 0.01
54744.372500 -5.718900 0.01
54744.372940 -5.724600 0.01
54744.376921 -5.718600 0.01
54744.377373 -5.715100 0.01
54744.383310 -5.716100 0.01
54744.383750 -5.714000 0.01
54744.386516 -5.719400 0.01
54744.386956 -5.717200 0.01
54744.389687 -5.721100 0.01
54744.390127 -5.717900 0.01
54744.392870 -5.726100 0.01
54744.393322 -5.716500 0.01
54744.397199 -5.710100 0.01
54744.397662 -5.723700 0.01
54744.400428 -5.720800 0.01
54744.400868 -5.722100 0.01
54744.404757 -5.719700 0.01
54744.405197 -5.717100 0.01
54744.409039 -5.716000 0.01
54744.409479 -5.713700 0.01
54744.414410 -5.719500 0.01
54744.414873 -5.710400 0.01
54744.422928 -5.721400 0.01
54744.423391 -5.719200 0.01
54744.427222 -5.717800 0.01
54744.427662 -5.711500 0.01
54744.431481 -5.718600 0.01
54744.431921 -5.713700 0.01
54744.437303 -5.711400 0.01
54744.441134 -5.719000 0.01
54744.441586 -5.715900 0.01
54744.446516 -5.714400 0.01
54744.446979 -5.719000 0.01
54744.453102 -5.715300 0.01
54744.453553 -5.722500 0.01
54744.458472 -5.710000 0.01
54744.458935 -5.719500 0.01
54744.463854 -5.713400 0.01
54744.464294 -5.713100 0.01
54744.470266 -5.715500 0.01
54744.470694 -5.719200 0.01
54744.475613 -5.718000 0.01
54744.476111 -5.711400 0.01
54744.481030 -5.719800 0.01
54744.481470 -5.720800 0.01
54744.487604 -5.723100 0.01
54744.488056 -5.721900 0.01
54744.495197 -5.720100 0.01
54744.495637 -5.725300 0.01
54744.501667 -5.717600 0.01
54744.502130 -5.728500 0.01
54744.508171 -5.716600 0.01
54744.508611 -5.718500 0.01
54744.513530 -5.719500 0.01
54744.513993 -5.709700 0.01
54744.519942 -5.725300 0.01
54744.520405 -5.721000 0.01
54744.525324 -5.724100 0.01
54744.525787 -5.723500 0.01
54744.532824 -5.717400 0.01
54744.533287 -5.724400 0.01
54744.540359 -5.720800 0.01
54744.540787 -5.707600 0.01
54744.545718 -5.706900 0.01
54744.546146 -5.722000 0.01
54744.551065 -5.712500 0.01
54744.551505 -5.715500 0.01
54744.557604 -5.720100 0.01
54744.558044 -5.726600 0.01
54744.563021 -5.730100 0.01
54744.563461 -5.718100 0.01
54744.568437 -5.728100 0.01
54744.568889 -5.722500 0.01
54744.576991 -5.721500 0.01
54744.577454 -5.722400 0.01
54744.583426 -5.713700 0.01
54744.583866 -5.721000 0.01
54745.364294 -5.725700 0.01
54745.364734 -5.729500 0.01
54745.367477 -5.707100 0.01
54745.367928 -5.709300 0.01
54745.370671 -5.717700 0.01
54745.371111 -5.728700 0.01
54745.375035 -5.719200 0.01
54745.375475 -5.722700 0.01
54745.378241 -5.709400 0.01
54745.378681 -5.733800 0.01
54745.381447 -5.715300 0.01
54745.381910 -5.713100 0.01
54745.384653 -5.724600 0.01
54745.385116 -5.705700 0.01
54745.387859 -5.711300 0.01
54745.388299 -5.709600 0.01
54745.391065 -5.720000 0.01
